UNIQID,NAME,0C12_S,0C179_S,0C167_S,0C0936_S,AP5204_S,AP10222_S,AP12366_S,AP13058_S,AP13223_S,AP14217_S,AP14398_S,BP185_S,BP355_S,BP7644_S,CP6667_S,CP9949_S,CP12361_S,CP13701_S,CP13774_S,XP139_S,XP10557_S,XP13296_S,XP13451_S,XP14399_S,XP14698_S,XP15443_S,XP170_S,XP6209_S,XP7297_S,XP9376_S,XP9875_S,XP10232_S,XP11567_S,XP14735_S,XP16942_S
214,32209_at,8.180106,8.495661,8.475065,7.741024,7.445656,7.607183,7.949476,7.857726,7.521124,7.484735,7.974385,8.209595,7.758736,8.002957,7.914087,8.564663,8.184279,8.418492,8.204533,8.289972,7.876414,7.318427,7.5511,8.185483,7.747814,8.154954,7.740389,7.853044,7.623366,8.135357,7.745795,8.043927,7.231539,8.133693,8.108222
215,32259_at,6.417633,7.209521,6.042682,6.138191,5.66334,5.598305,5.854831,5.752664,6.612216,6.024021,6.142843,5.763722,6.019316,5.977255,5.591048,5.789896,5.32674,5.534366,6.270946,5.965935,5.799513,5.680994,5.911271,6.28612,5.93276,5.967149,5.784535,5.776854,5.794765,5.693455,5.761423,6.017883,5.785395,6.340919,6.353177
216,32402_s_at,5.434888,5.51793,5.457349,5.577943,5.480619,5.555215,5.662659,5.676364,5.117957,5.166479,5.760904,5.336552,5.262715,5.627735,6.124348,5.745681,5.911419,5.53204,5.712013,6.007151,5.258763,5.710099,5.531191,5.904679,5.760872,5.56193,5.677685,5.300823,5.933484,5.519526,5.781164,5.657005,5.604687,6.009834,5.696178
217,32502_at,7.157117,7.288571,7.016723,6.942388,7.419349,7.036687,7.220629,7.026838,6.773842,7.481787,7.46754,6.725592,7.044302,6.892965,6.936935,7.006016,7.015393,7.412583,7.944495,6.852008,7.05778,6.41077,7.324456,6.485443,6.905154,6.63281,6.712076,6.799332,7.36754,7.017406,6.870721,7.236287,7.0846,6.772872,6.771254
218,32540_at,5.048802,4.910107,5.272231,5.198411,5.118704,4.872648,4.807405,4.620684,4.773914,4.987662,5.057299,4.819306,5.085256,5.165227,4.68619,4.861556,4.999753,5.309984,4.918282,4.911963,5.135406,4.946701,5.502735,4.841031,5.144408,5.038514,5.194356,4.881293,4.888002,5.298336,5.025265,5.071799,4.927626,4.997404,5.164299
219,32541_at,4.118511,4.835198,3.630979,3.814357,3.856292,4.096833,3.815779,4.133367,4.609371,3.681939,4.102471,4.164215,4.267664,4.117492,4.223953,3.948803,3.827324,4.092536,4.012421,4.102316,3.871322,4.320695,4.312318,4.283591,4.033081,3.949619,4.116066,3.900152,4.053,4.715284,4.242525,4.076557,4.0893,4.889848,4.012164
220,32625_at,5.335008,5.444826,5.412475,5.343231,5.478888,5.259605,5.347617,5.338297,5.164744,5.353422,5.233511,5.426876,5.493997,5.605093,5.745277,5.400729,5.412567,5.603619,5.42709,5.357094,5.709768,5.239823,5.688768,5.115886,5.359524,5.531876,5.432574,5.569993,5.577922,5.387685,5.715713,5.31667,5.987023,5.396751,5.37879
221,32699_s_at,6.508515,6.359761,6.568201,6.592488,6.878192,6.481214,6.240864,6.105214,6.120467,6.702614,6.49596,6.10378,6.479789,6.308593,6.453026,6.750429,6.532706,6.541665,6.281732,6.28438,6.72932,6.40201,6.692217,6.009942,6.504451,6.348313,6.626788,6.460025,6.774316,6.364086,6.422772,6.421627,6.642797,6.302657,6.25961
222,32723_at,4.267847,4.424498,4.173724,4.39675,4.394693,4.180233,4.486961,4.852261,5.198114,4.479116,4.213903,4.154761,4.426121,4.294095,4.315319,4.317048,4.252448,4.221414,4.517899,4.610102,4.336703,4.480066,4.347614,4.439305,4.527609,4.192661,4.155377,4.192865,4.053229,4.434987,4.213741,4.38688,4.498581,4.023277,4.37065
223,32811_at,7.41804,7.30649,7.36802,7.49525,7.460862,7.247077,7.187528,7.090843,7.154214,7.277451,7.282947,7.442778,7.460673,7.525258,7.061745,7.458004,7.35466,7.47937,7.460331,7.219901,7.727634,7.337428,7.640005,7.3995,7.512781,7.658681,7.347338,8.04405,7.19527,7.51435,7.463633,7.377019,7.466099,7.372637,7.447943
224,32836_at,8.388127,8.432989,8.254991,8.36245,8.834357,8.453911,8.483811,8.5589,7.717218,8.439526,8.662337,8.216835,7.896374,8.048635,8.439505,8.041896,8.371556,7.963594,8.236905,8.31591,8.217269,7.779645,7.801872,8.058333,8.054725,8.036672,8.485436,7.48214,8.00733,8.014997,8.024867,8.273119,8.032236,8.472421,8.119415
225,32837_at,8.484028,7.749604,8.756909,8.225942,8.143267,8.456118,8.230046,7.950732,7.719716,7.877582,8.144139,8.54085,8.871376,8.886941,8.444393,8.733007,8.537216,8.021554,8.732106,8.413967,8.546102,7.965054,8.779306,8.134333,8.427557,8.234261,8.435298,8.283193,8.10869,8.791354,8.391369,8.721952,8.509943,9.069747,8.434192
226,33132_at,8.165937,8.198797,7.893805,7.364782,7.681686,7.825015,7.821637,8.23834,7.244747,8.097094,8.145998,8.512433,7.587519,8.100577,8.921362,7.454327,8.112093,6.821256,7.755362,8.902354,6.909142,7.661343,7.830158,8.576228,8.042023,9.352468,8.119673,7.005514,8.600705,8.92045,7.638828,8.266415,8.629588,8.922905,8.806593
227,33148_at,3.549839,3.592462,3.631998,3.734892,3.675365,3.772088,3.691482,3.744189,3.722191,3.534048,3.686075,3.746578,4.285974,3.678839,3.787865,3.599055,3.661683,3.77581,3.559807,3.621187,3.864354,4.379337,3.719685,4.845407,3.618434,3.651351,3.852217,3.785675,4.038101,3.899581,3.776189,3.613528,3.738679,3.627461,4.008211
228,33197_at,5.035799,5.293766,5.127912,5.12125,5.485442,4.974297,4.970216,4.864496,4.810641,5.156154,5.02861,4.959195,5.014886,5.100357,5.917428,5.492038,5.130251,5.986782,6.909286,5.021447,5.331885,5.121566,5.657807,4.740906,5.248382,5.202905,5.073245,5.16095,5.072018,5.104543,4.993448,4.968893,5.269984,4.919895,4.994868
229,33304_at,8.063897,7.823869,7.669974,7.58271,5.766026,5.526986,6.353921,6.013471,7.155848,5.652916,5.926898,6.405759,6.696891,6.124394,5.982845,6.27145,5.889401,6.749304,6.923463,5.455663,6.00676,6.12294,6.668755,6.092517,6.205417,5.965299,6.227643,6.980851,5.70641,5.959846,6.947695,7.237455,5.666881,9.106397,6.647389
230,33307_at,6.286036,6.447862,6.43159,6.059827,6.394623,6.481162,6.403905,7.013917,6.167553,6.171554,6.314137,5.767399,6.250714,5.77104,7.40271,6.827111,6.517481,6.030948,6.5472,7.387723,6.205583,6.121842,6.225714,6.535542,6.775621,6.234649,6.569101,6.560179,6.897182,6.346064,6.444443,7.193999,6.538655,6.538407,6.159073
231,33322_i_at,7.995333,8.439406,8.069653,8.574527,8.169714,7.889044,7.922432,7.235788,8.182154,8.504916,7.784269,8.469867,8.461278,7.843466,7.621594,8.010352,8.377399,8.814268,8.291481,7.878545,8.094236,7.884088,8.10178,7.685971,7.825609,8.148623,8.636858,9.037904,7.636363,8.021265,8.576207,8.032035,7.864637,8.672554,8.007542
232,33323_r_at,6.070653,6.607894,6.189911,6.283114,6.000667,5.947154,5.756109,5.466897,6.042104,5.918972,5.998936,6.100394,6.340179,5.80398,5.428423,5.606422,6.342051,6.87649,6.369049,5.881546,6.227387,5.714561,6.812656,5.833258,6.327128,6.444508,6.248554,7.265077,5.469555,6.224029,5.899397,5.60356,5.638009,6.336722,6.146959
233,33494_at,4.44339,5.293674,4.420394,4.338943,4.232853,4.127422,4.181935,4.38322,4.740181,4.714463,4.273225,4.111299,4.070753,4.335315,4.479937,4.47361,4.338733,4.208709,4.303119,4.303686,4.25852,4.276487,4.205191,4.324672,4.287664,4.080624,4.103867,4.102221,4.361659,4.365987,4.35157,4.278797,4.205358,4.0602,4.046922
234,33579_i_at,6.913163,7.110325,7.1313,7.288936,7.457471,6.998601,7.055131,6.441632,6.678648,6.844346,6.958286,6.566414,7.116413,7.214138,6.489666,6.908649,7.006483,7.089675,6.802551,6.529318,7.135649,6.970317,7.223494,6.517954,6.769213,6.684445,6.864883,6.562218,6.955101,6.774327,6.986529,6.665648,7.043025,6.706318,6.810292
235,33646_g_at,4.726735,4.735653,4.779384,4.954741,4.865543,4.782362,4.666758,4.374346,4.504203,4.572316,4.670847,4.880054,4.971009,5.003149,4.633264,5.104726,5.114567,5.114408,4.881176,4.645656,5.039405,4.759713,5.056677,4.671534,4.625154,4.830232,5.038653,5.068422,4.648259,5.06042,5.209503,4.8435,4.609,4.736848,4.752519
236,336_at,5.962548,6.066157,6.125796,6.352512,6.151942,6.001462,6.10082,6.375696,5.572991,6.094628,6.781279,7.020441,6.48925,7.242156,5.897689,6.058511,5.92359,6.011955,6.22074,6.420076,6.203488,6.015818,6.318196,7.154691,6.105197,6.299538,6.728189,6.442346,6.192206,6.268288,6.33666,7.905822,6.871953,6.964902,5.983793
237,33736_at,4.998644,5.411197,5.619288,5.199993,5.355095,5.038868,5.342234,5.647948,5.383692,5.339954,5.402556,5.2177,5.325679,5.202001,5.184808,5.387393,5.251891,5.313924,5.392849,5.650464,5.428336,5.262942,5.10235,5.328665,5.569801,5.185772,5.23789,5.102465,5.304405,5.356506,5.408961,5.1738,5.255737,5.027324,5.344113
238,33760_at,4.125445,4.298185,4.064836,4.000047,4.296004,4.313403,4.677361,4.683966,5.567418,4.359024,4.477918,4.41859,4.463922,4.538163,4.323494,4.421212,4.482767,4.042757,4.393893,4.477992,4.427635,4.574948,4.308187,4.700079,4.399518,4.254036,4.122696,4.21744,4.450678,4.681696,4.450292,4.626599,4.588485,3.950452,4.24023
239,33767_at,3.842646,3.804198,3.899543,3.846797,3.794215,4.001918,3.837604,3.736375,3.734289,3.790321,3.924301,4.16135,3.942248,3.902362,4.051791,4.269936,4.182244,3.826248,3.701608,4.688292,3.959678,3.948059,3.895887,5.662835,3.813594,3.842357,3.721262,3.756408,4.13578,3.868587,3.83485,3.759447,3.817227,3.751516,3.820894
240,33768_at,7.691045,7.544802,7.805849,7.787421,7.634748,7.309208,7.393308,6.847119,7.03845,7.234349,7.524925,7.319794,7.560684,7.712122,7.26456,7.540128,7.157919,7.621047,7.583531,7.218267,7.949364,7.357728,7.917588,7.056479,7.624403,7.436154,7.306364,7.563883,7.569856,7.451011,7.642357,7.586744,7.571971,7.437663,7.618759
241,33778_at,7.895986,7.994665,7.972243,7.638174,7.452334,7.708417,7.718465,7.890663,7.828573,7.612939,7.977312,7.764257,8.016997,8.248166,7.768068,8.006377,7.998357,7.939929,8.130512,8.02309,7.818869,8.12331,7.858686,7.888205,7.838002,7.669493,7.88552,7.258216,7.663395,7.968838,8.169434,8.082379,7.877838,7.724831,7.748773
242,33814_at,6.751045,6.679743,6.592144,6.616038,6.898931,6.59544,6.641601,6.477706,6.798038,6.392488,6.647882,6.763932,6.809696,7.058569,6.612817,6.826929,6.883836,6.556746,6.802629,6.852961,7.1264,6.494801,6.957281,6.669788,7.199652,6.815991,6.924587,6.747901,6.881424,6.672465,6.837376,6.954905,6.841362,6.723858,6.929577
243,33850_at,6.509247,6.94242,6.691531,6.543682,6.906989,6.805718,6.981697,7.349803,6.820446,6.618522,7.076011,7.259795,6.617227,6.939265,7.182229,6.773785,6.964307,6.559782,6.914643,6.703602,6.960767,6.951252,6.749622,6.721527,6.732505,6.836667,7.149455,7.194738,7.356657,6.991752,7.234476,7.431742,7.093884,7.125867,7.161362
244,34031_i_at,4.100642,4.175041,3.613372,4.381775,4.365366,3.513778,4.566638,3.937834,4.093952,4.896185,3.936333,3.632271,3.732845,3.784985,3.938494,4.06486,4.246893,3.439394,3.838115,3.697431,3.810178,4.077308,3.441615,3.673616,3.72355,3.648473,3.621389,3.711547,3.779319,3.936021,3.669025,3.971798,4.175729,3.729023,3.640214
245,34063_at,4.433217,4.635602,4.862224,5.000086,4.651239,4.54525,4.507308,4.243927,4.291679,4.35718,4.931109,4.47764,4.749072,4.799071,4.563992,4.678401,4.482297,4.597076,4.489946,4.583405,4.825993,4.511771,4.719399,4.369505,4.56434,4.533114,4.544737,4.699532,4.725826,4.624007,4.812379,4.985057,4.682312,4.567401,4.635297
246,34187_at,3.942954,3.985543,3.92171,4.096054,4.112507,4.201626,4.186269,4.299699,4.090084,4.002268,3.963512,4.055816,4.161665,4.232396,4.276821,4.456821,4.134412,4.04623,4.04562,3.91454,4.091374,4.130546,3.997159,4.06948,3.912709,4.320318,4.223118,4.352872,4.205413,4.002053,4.487604,4.37564,4.342273,4.086855,4.050104
247,34206_at,9.047727,8.928116,8.584994,8.318202,6.992318,7.90627,7.514637,7.306806,7.265347,7.084298,7.786214,7.834991,7.340912,8.548009,8.283797,8.569365,8.307577,7.594354,9.575426,7.705288,7.398682,7.313171,8.444438,7.539306,7.621464,8.545675,7.407123,7.269122,7.098863,7.329773,7.566815,7.933019,7.282925,7.870809,7.325702
248,34210_at,9.000714,8.659711,8.1887,7.647047,4.89328,4.493129,6.368716,5.801339,4.245189,5.365653,5.251967,10.627999,9.082929,9.165232,8.717418,8.684738,6.957624,7.204576,8.567296,5.096032,5.59249,7.341788,7.824086,7.454087,7.129387,5.941584,9.908225,8.010175,6.289028,6.201143,9.090822,7.354909,9.094437,8.74219,7.317706
249,34221_at,7.087463,7.085219,6.844474,6.974668,7.2316,7.19871,7.065935,6.917763,7.364465,7.201149,7.112308,6.907905,7.314219,7.205259,6.963608,7.010874,6.931809,7.075951,7.23569,7.456054,7.006604,6.969021,7.375226,7.376736,7.449173,7.307986,7.373225,7.408567,6.929004,6.963797,7.188207,6.656055,7.493408,7.311206,7.308154
250,34225_at,5.592708,6.095483,5.783441,5.351453,5.588137,5.772647,5.69926,5.889339,6.423362,6.124637,5.902542,5.705964,5.553505,5.601805,5.767305,5.534802,5.550814,5.46509,5.572953,5.919037,5.677862,5.902005,5.624288,5.722166,5.913671,5.794722,5.795561,5.401577,5.917855,5.897058,5.683693,5.648711,5.82741,5.533552,5.559219
251,34260_at,5.923352,5.899825,5.86386,5.998955,6.266826,5.947027,6.082556,6.47933,5.996145,6.091003,6.064357,6.423369,6.137576,6.417979,6.600516,6.119972,6.353452,5.592058,6.625764,6.703564,5.993387,6.082968,6.039093,6.402568,6.471987,6.411643,6.384405,6.0682,6.459141,6.207178,6.446636,5.954315,6.39631,6.345052,5.841673
252,34406_at,5.071545,5.427458,5.277237,4.814884,5.126259,5.168256,5.306286,5.161451,4.831099,5.072206,5.363072,5.122658,5.238712,5.372928,5.374259,5.414012,5.328736,5.541983,5.501701,5.382824,5.325393,5.179872,5.311595,5.391308,5.239231,5.558129,5.179964,5.051241,5.408053,6.020485,5.546935,5.589993,5.823473,5.786119,5.303874
253,34408_at,5.191505,5.368841,5.416189,5.200216,5.139875,5.172992,5.306925,5.026954,5.091536,5.197257,5.000374,5.235632,5.19582,5.422489,6.238399,5.935101,5.761945,5.673241,6.174006,5.854777,5.801795,5.234275,5.700416,5.356861,5.191626,5.632237,5.796945,5.279866,5.1983,5.255147,5.197192,5.497049,5.173846,5.030816,5.262827
254,34449_at,3.689536,4.052405,4.064409,4.270956,4.100546,3.871716,3.841394,3.649992,3.760086,3.857,4.28739,3.74876,3.878049,3.865752,3.94895,3.969442,3.819702,3.845688,3.707832,3.748076,4.021921,4.254145,3.920904,4.08994,3.923201,4.04711,3.807846,3.81804,3.875936,3.850874,3.823463,4.094235,3.98578,3.740566,4.02703
255,34471_at,3.796117,3.778937,3.771181,3.869209,3.88955,3.872322,3.758028,3.634288,3.666289,3.666911,4.174304,3.749244,4.040785,3.832564,3.635185,3.728105,3.785713,3.918416,3.758135,3.770612,3.94863,3.695119,3.887496,3.675289,3.793197,3.738713,3.748524,3.871684,3.719708,3.862159,3.710877,3.936771,3.680779,3.801552,3.759971
256,34478_at,4.52321,4.178942,4.902102,5.246785,5.744981,4.600275,4.619238,4.252436,4.218368,4.742899,4.874161,4.881192,5.009997,4.665958,4.40795,4.631268,4.93909,4.582254,4.443896,4.714913,4.743808,4.451749,4.589022,4.535255,4.564397,4.706963,5.197532,4.531019,4.589961,4.954702,4.718334,4.321662,4.691308,4.488411,4.860964
257,34689_at,8.408233,8.057383,8.274637,8.190983,8.142362,8.2552,7.975966,8.078752,7.822205,7.829173,8.292159,8.741609,8.681169,8.896534,8.590612,8.909991,8.948771,9.338463,9.224421,8.042798,8.816045,8.239918,8.99177,8.26038,8.410554,8.423258,8.160108,7.920164,8.548689,8.205166,8.917289,8.874369,8.573702,8.818251,8.371897
258,34697_at,4.009075,4.020006,4.22944,4.213337,4.197544,4.036179,4.042527,3.857967,3.924644,4.506855,4.291637,4.092197,4.268575,4.0801,3.850351,3.922141,3.941137,4.118935,4.003936,4.052064,4.129737,3.910921,4.059382,3.879942,4.17672,4.055069,4.014689,4.257455,3.999846,4.211881,3.936604,4.182762,3.898714,4.061328,4.102356
259,34726_at,4.387088,4.630789,4.77723,4.684414,4.610511,4.505644,4.416595,4.979656,4.264982,4.55712,5.039293,5.042091,4.460953,4.745036,4.674152,4.659882,4.424711,4.395854,4.598175,4.913403,4.480805,4.49587,4.499169,5.023241,4.348495,4.67095,4.86057,4.95899,4.52505,4.895057,4.659157,4.902714,5.034221,4.837871,4.406574
260,34764_at,4.600474,4.768156,4.372757,4.403531,4.586797,4.529613,5.22829,5.491631,5.877079,5.169999,4.965988,4.622446,4.746736,4.661048,4.653433,4.5809,4.789988,4.335491,4.387262,4.974543,4.705132,5.290174,4.451019,5.38197,5.281725,4.616396,4.612838,4.337469,4.545132,5.428054,4.703852,5.049406,5.021523,4.686852,4.729488
261,34846_at,7.104331,6.761755,7.22506,7.060796,7.228484,7.046142,6.915401,6.629129,6.646377,6.933926,6.974106,7.058437,6.944736,7.265471,7.175842,7.226779,7.030573,7.050835,7.17939,6.694326,7.263309,6.905877,7.254969,6.811245,7.143,7.307021,7.203875,7.056072,7.328081,7.064587,7.240413,7.159426,7.052244,7.11264,6.998194
262,34858_at,7.001633,7.236045,7.075701,6.69434,6.917807,6.938176,7.177107,7.337641,7.122784,6.643927,6.982837,6.901679,6.957061,7.374648,6.962322,7.083065,6.769466,6.979125,7.250424,7.037226,6.490819,6.570161,6.744329,6.999217,6.885252,7.311615,6.956715,6.639829,7.097679,6.981139,6.962575,7.144561,6.976048,7.177783,6.957198
263,34868_at,5.976915,6.098406,5.908293,5.694178,5.850472,6.031736,5.795538,5.971711,6.835158,5.864626,6.264592,5.805057,5.466125,6.237163,5.930465,5.812758,5.77347,5.801171,6.167418,6.185899,5.707508,5.696816,6.132252,6.115501,5.990968,6.231075,6.022648,6.059743,6.196943,5.683358,5.783079,5.845044,6.036265,6.014776,6.050278
264,35147_at,6.168132,6.407117,6.451756,6.757126,6.482189,6.435785,6.464778,5.978424,6.187555,6.563754,6.231752,6.020276,6.322274,6.621072,5.947328,6.385314,6.145797,6.767516,6.409955,6.130473,6.8854,6.66038,6.855797,6.368801,6.443102,6.30521,6.245848,6.412527,5.812291,6.746817,6.596806,6.5177,6.600999,6.249686,6.548533
265,35148_at,3.894537,4.280666,4.217325,3.978,3.958081,3.979413,4.0273,4.1151,3.936487,3.967533,3.788924,4.041317,4.164775,3.987131,4.39665,4.163731,4.00518,3.910438,3.823961,3.768051,4.106672,3.840672,4.147273,3.725393,3.988738,3.983344,3.989307,5.01938,4.96163,3.884054,4.1792,4.088194,4.179424,4.330256,4.123339
266,35150_at,8.169973,7.846613,8.11527,8.085735,8.115371,7.976691,7.790092,7.410804,7.37259,7.884991,7.952631,7.89846,8.053972,8.098967,7.906567,8.158688,8.133426,8.242788,8.244524,7.845054,8.370777,7.896767,8.395551,7.922504,8.08153,8.098114,8.416447,8.152769,8.090666,7.968995,8.256093,8.111293,8.471186,8.057833,8.028113
267,35156_at,7.526437,7.772205,7.731173,7.075849,7.811904,7.781808,7.757936,8.247661,8.021731,8.028915,7.940402,7.422523,7.492723,7.705835,8.366835,7.921566,7.623796,7.62878,7.918694,8.091872,8.214664,8.196985,8.236135,7.941029,8.069582,8.152202,7.669614,7.024171,8.031819,8.396584,7.967573,8.401174,7.931718,8.238624,7.846695
268,35160_at,7.259634,7.214157,7.083383,7.108843,6.734524,7.064506,6.97303,6.564865,6.942727,6.839898,6.855676,6.876351,6.892712,6.97014,6.680528,7.151226,6.353552,6.766695,7.045738,6.737942,6.869576,6.984661,6.703137,7.517594,7.229199,7.191476,7.120042,6.333986,7.583934,6.865699,6.950169,6.949961,7.221042,6.938335,7.130359
269,35179_at,5.884262,5.728767,5.725124,5.405203,5.559421,5.75543,5.737975,6.258699,5.558683,5.371365,5.973219,5.837829,5.579484,5.752786,5.977442,5.949871,6.013612,5.548837,6.147432,6.173789,5.962248,5.679232,5.775814,6.031601,5.924721,5.842577,5.826053,6.127052,5.991185,5.76968,6.122398,5.931623,5.965229,6.16343,5.903374
270,35201_at,7.229029,7.292574,7.618448,8.026313,7.884627,7.875204,7.674568,7.464133,7.374682,7.650568,7.755727,7.985611,8.037191,8.43798,7.321597,7.8353,7.680988,8.113578,7.477828,8.311445,8.210021,8.145805,8.387374,8.61928,8.122961,8.442794,8.240715,7.358004,8.31909,8.193449,7.962982,7.932455,7.928907,7.598814,8.651837
271,35254_at,7.21938,7.74962,7.207287,7.2665,6.638726,6.633941,6.797711,6.930987,7.33518,6.624699,6.992421,6.842517,6.6611,6.954251,6.768681,6.864838,7.226017,6.848599,7.526187,6.512284,6.722553,6.561621,7.518518,6.770236,6.902832,6.924601,6.876843,6.409114,6.693005,6.622759,6.993788,6.743118,7.556838,6.892677,6.808505
272,35265_at,6.98887,7.445422,6.88961,6.358563,6.734539,7.138688,7.198775,7.27683,6.985066,6.967178,7.079392,6.82203,6.816357,7.195706,7.273739,7.007071,7.204128,6.637769,6.903468,7.297276,6.979204,6.878029,7.460736,7.064176,7.250803,7.197407,6.961994,6.299482,7.157071,7.002053,7.054215,7.327055,7.164362,6.680013,7.017693
273,35436_at,5.251629,4.829992,5.1999,5.641252,5.675315,5.255252,5.723405,4.691452,4.862093,5.063234,5.027329,5.178079,6.028562,5.280008,4.894895,5.21424,5.425002,5.43981,5.194834,4.897467,5.636462,5.328457,5.443694,5.700513,5.891884,5.766184,5.263787,5.320602,4.991096,5.51892,5.129401,5.309853,4.850088,5.526336,5.438054
274,35617_at,6.221333,6.518555,6.300141,6.037357,5.666937,5.658719,5.69391,5.221317,5.520816,5.835882,5.822776,5.868243,6.228146,6.188336,5.798312,6.29483,6.192559,6.530895,6.249784,5.882204,5.969598,5.489696,5.732701,5.422688,5.735781,5.750876,5.697784,5.518325,5.678263,5.534968,5.832961,5.980114,5.662792,6.743857,5.559122
275,35626_at,5.712828,6.17595,5.440449,5.313783,5.326571,5.142329,5.211887,4.891443,5.198332,5.09409,5.650911,5.26021,6.138463,6.959403,5.680426,5.901858,5.273172,6.535115,6.181262,5.034342,5.347426,4.928316,6.331398,5.056387,5.204595,5.006749,4.956416,5.173651,5.565713,5.132712,5.687668,5.566265,5.514032,5.613964,5.044459
276,35666_at,6.594526,6.422636,6.575196,6.64289,6.674926,6.749076,6.529528,6.403658,6.33803,6.506589,6.351315,6.562038,6.760059,6.786383,6.661463,6.752242,6.456233,7.238671,6.602253,6.442718,6.780642,6.619403,7.012859,6.636588,6.672032,6.727415,6.649631,6.743062,6.63145,6.986142,6.804704,6.854181,6.700734,6.382654,6.873153
277,35671_at,7.899372,7.936599,7.848486,7.382365,7.859387,7.3479,7.963422,8.098727,7.94935,7.626134,8.302957,7.466543,7.404647,7.779583,7.846098,7.781831,7.698629,7.345831,8.112845,8.693689,7.231774,7.555,7.718984,7.990438,7.871817,7.558575,7.628899,7.582367,7.596592,7.530324,7.872105,8.222272,7.779262,7.857263,7.681509
278,35685_at,8.774917,8.536006,8.620645,8.3682,8.948265,8.778084,8.891623,9.30268,8.828191,8.762241,8.963189,8.820037,8.942019,8.785162,9.041513,8.815682,8.833935,8.821222,9.059027,9.13725,8.945626,8.781623,8.924849,8.962412,9.248681,9.36502,8.876982,8.736675,9.346674,9.182512,8.908359,9.15607,8.942735,9.216124,8.961865
279,35776_at,5.988429,6.175481,5.824557,5.783461,5.503328,5.576502,5.575798,5.556657,5.415818,5.460367,5.455726,5.729196,5.593084,5.690904,6.180248,5.643282,5.503666,5.721772,5.979405,5.680428,5.670538,5.540506,5.809639,5.476932,5.600164,5.613263,6.121143,6.320077,5.719112,5.647961,5.599472,5.779306,6.174152,5.690786,5.631084
280,35820_at,7.301775,7.308574,7.1403,7.142914,6.825358,8.001773,7.172771,7.449479,7.038056,7.478854,7.304262,7.361257,7.783187,7.746422,8.119434,8.679732,8.266952,10.105065,8.94421,7.370339,8.079644,7.682774,8.16168,7.46791,7.425869,7.534747,7.700528,7.155272,6.968824,8.007777,8.325031,8.417464,7.337916,7.953831,7.714592
281,35846_at,5.645333,5.511596,5.696542,5.557355,5.598102,5.252293,5.765717,5.669815,5.240344,5.507485,5.663638,5.574916,5.43825,5.503225,5.346266,5.434369,5.821598,5.554921,5.583656,5.940342,5.541593,5.292676,5.661261,5.665351,5.473283,5.616445,5.652484,5.852084,5.555461,5.283794,5.664276,5.558768,5.607082,5.670331,5.347413
282,35974_at,7.557192,8.543425,6.180351,6.838193,4.563934,5.57032,5.385877,4.926951,6.206068,5.837003,5.630051,5.558314,6.104462,6.663956,5.294992,5.963947,5.31845,5.170212,6.676206,6.180004,5.216228,5.915465,5.787029,5.968642,5.663168,6.049606,5.484662,5.307521,4.681145,4.5112,5.844552,5.763023,5.479028,6.542137,5.824077
283,36004_at,8.546677,8.262342,8.798303,8.39498,8.363161,8.084407,8.169115,8.170861,7.688609,8.186027,8.194897,8.206563,8.158175,8.523605,7.96285,8.468545,8.507465,8.036406,8.500767,8.10343,8.27316,7.848814,8.508724,7.795346,8.324937,8.239512,7.998332,8.068127,7.916252,7.990146,8.270438,8.097449,8.250978,8.279351,8.01702
284,36019_at,7.150154,7.839244,7.201923,7.461428,7.516058,7.34853,7.3197,7.370448,7.856796,7.005406,6.958939,7.506607,7.4539,7.596231,7.414959,7.491199,7.398723,7.500886,7.304433,7.507732,7.526782,7.498615,7.42753,7.52858,7.468955,7.435238,7.557988,7.180145,7.480831,7.477223,7.402349,7.387965,7.598759,7.328551,7.634713
285,36030_at,7.790975,7.82011,7.36206,7.428653,6.821102,7.141382,6.839789,6.605284,7.434623,7.693098,7.244027,7.039152,7.060308,7.999878,7.146067,7.002662,6.980498,6.98448,8.589961,6.943679,6.870445,7.279558,7.679648,7.334592,7.754315,7.455092,6.493091,6.708193,5.751727,7.66635,7.220267,6.819112,7.319317,7.355775,6.796597
286,36084_at,6.803707,6.761409,6.77037,6.753716,7.041986,6.791647,7.238522,7.104934,6.323022,7.014971,6.97207,6.854436,6.531019,7.06928,7.18834,6.983685,6.837772,6.477385,6.911026,6.768337,6.717148,6.828953,7.022633,6.756435,6.965096,6.962396,6.908539,6.84743,7.023743,6.933195,6.999982,7.036477,7.200217,6.823156,6.811761
287,36129_at,8.743705,8.660284,8.555728,8.533414,8.257421,7.933057,8.098177,8.122015,7.861781,8.459079,8.75438,8.423726,8.373837,8.395762,8.139853,8.279871,8.025135,8.409242,8.867248,9.205527,8.164778,8.027796,8.550513,8.636909,8.674571,8.916255,8.703466,8.586752,8.094617,7.987326,8.250532,8.738876,7.992768,8.96339,8.662277
288,36475_at,6.6512,6.729424,7.022481,6.673244,7.124272,6.957816,7.325564,7.168828,6.643326,7.094843,7.120752,6.834239,6.884889,7.097502,7.128856,6.940712,6.867733,6.735896,6.775351,6.657587,7.043446,7.124733,6.877798,6.75204,6.822162,7.143527,7.426425,6.338445,7.866753,7.00051,7.092523,6.770465,7.047391,6.73206,6.926042
